年月,港口別,總計,國際貨櫃貨,散雜貨,管道貨
202011,高雄港,34095251,28015614,3819667,2259970
202011,花蓮港,770897,0,719563,51334
202011,臺北港,6313235,5086611,1082475,144149
202011,蘇澳港,279416,0,171612,107804
202011,安平港,163691,0,36574,127117
202012,國際商港,61340478,46452186,10231058,4657234
202012,基隆港,5536188,4893570,360857,281761
202012,臺中港,10953632,5786487,3640800,1526345
202012,高雄港,36477172,30130353,4032211,2314608
202012,花蓮港,922086,0,864606,57480
202012,臺北港,6997292,5641776,1149204,206312
202012,蘇澳港,272625,0,140757,131868
202012,安平港,181483,0,42623,138860
202101,國際商港,63373048,46783917,11238890,5350241
202101,基隆港,5612225,4924206,393775,294244
202101,臺中港,11290736,6111072,3637309,1542355
202101,高雄港,37477073,29779515,4815149,2882409
202101,花蓮港,883529,0,841641,41888
202101,臺北港,7539774,5969124,1309619,261031
202101,蘇澳港,398102,0,204582,193520
202101,安平港,171609,0,36815,134794
202102,國際商港,53556039,40030371,9541560,3984108
202102,基隆港,4179095,3650679,238859,289557
202102,臺中港,8781332,4829445,2707335,1244552
202102,高雄港,32967914,26428599,4609948,1929367
202102,花蓮港,712720,0,696305,16415
202102,臺北港,6374549,5121648,1030631,222270
202102,蘇澳港,374969,0,202483,172486
202102,安平港,165460,0,55999,109461
202103,國際商港,64650822,48028419,11263789,5358614
202103,基隆港,5558609,4841496,416715,300398
202103,臺中港,11771614,6021189,4215630,1534795
202103,高雄港,38549312,30925890,4781521,2841901
202103,花蓮港,705001,0,671726,33275
202103,臺北港,7495146,6239844,1001713,253589
202103,蘇澳港,348662,0,106920,241742
202103,安平港,222478,0,69564,152914
202104,國際商港,62947120,46627956,11608575,4710589
202104,基隆港,5475186,4879314,332554,263318
202104,臺中港,11406511,5911902,4033603,1461006
202104,高雄港,36495083,29365317,4707676,2422090
202104,花蓮港,857770,0,852855,4915
202104,臺北港,8031374,6471423,1273314,286637
202104,蘇澳港,416650,0,275673,140977
202104,安平港,264546,0,132900,131646
202105,國際商港,65270760,47946717,11904242,5419801
202105,基隆港,5689277,5079465,328714,281098
202105,臺中港,11939986,6097410,4191414,1651162
202105,高雄港,38212533,30359700,4932137,2920696
202105,花蓮港,868264,0,823229,45035
202105,臺北港,8043964,6410142,1389957,243865
202105,蘇澳港,254583,0,107905,146678
202105,安平港,262153,0,130886,131267
202106,國際商港,63052733,46473444,12171133,4408156
202106,基隆港,5207779,4572000,349770,286009
202106,臺中港,11517091,5753475,4537366,1226250
202106,高雄港,37180135,29951253,4841471,2387411
202106,花蓮港,779243,0,743517,35726
202106,臺北港,7862266,6196716,1459452,206098
202106,蘇澳港,333626,0,177881,155745
202106,安平港,172593,0,61676,110917
202107,國際商港,64001121,46590858,12762418,4647845
202107,基隆港,5305532,4625910,384353,295269
202107,臺中港,11958309,5977080,4597051,1384178
202107,高雄港,37637258,29856393,5318679,2462186
202107,花蓮港,719685,0,701426,18259
202107,臺北港,7859273,6131475,1503659,224139
202107,蘇澳港,371381,0,212870,158511
202107,安平港,149683,0,44380,105303
202108,國際商港,63678867,46653453,12127870,4897544
202108,基隆港,5730110,5086062,368629,275419
202108,臺中港,12298725,6170454,4660445,1467826
202108,高雄港,37107122,29758545,4715723,2632854
202108,花蓮港,776624,0,740188,36436
202108,臺北港,7238291,5637096,1364369,236826
202108,蘇澳港,416971,0,250884,166087
202108,安平港,111024,1296,27632,82096
202109,國際商港,62716115,45348408,12740652,4627055
202109,基隆港,5472289,4775481,330025,366783
202109,臺中港,11822315,5516397,4619466,1686452
202109,高雄港,36228564,28876806,5263519,2088239
202109,花蓮港,846752,0,835215,11537
202109,臺北港,7841190,6178428,1467731,195031
202109,蘇澳港,383641,0,205199,178442
202109,安平港,121364,1296,19497,100571
202110,國際商港,62030308,45311049,12555595,4163664
202110,基隆港,5031549,4527558,330265,173726
202110,臺中港,12360423,6075279,4739699,1545445
202110,高雄港,36123006,28952262,5175056,1995688
202110,花蓮港,668571,0,639797,28774
202110,臺北港,7320238,5755662,1364310,200266
202110,蘇澳港,361610,0,264666,96944
202110,安平港,164911,288,41802,122821
202111,國際商港,63192377,46338282,12426714,4427381
202111,基隆港,5934465,5190201,362367,381897
202111,臺中港,11966785,5671629,4687525,1607631
202111,高雄港,36687543,29510235,5209771,1967537
202111,花蓮港,813126,0,786967,26159
202111,臺北港,7205059,5963913,1047670,193476
202111,蘇澳港,406252,0,281634,124618
202111,安平港,179147,2304,50780,126063
202112,國際商港,61838353,46242882,10646053,4949418
202112,基隆港,6268655,5494959,376171,397525
202112,臺中港,12153871,6101154,4371737,1680980
202112,高雄港,35201494,28826919,4026184,2348391
202112,花蓮港,851488,0,808367,43121
202112,臺北港,6854274,5811930,853379,188965
202112,蘇澳港,316522,0,164700,151822
202112,安平港,192049,7920,45515,138614
202201,國際商港,61405995,45546192,11185757,4674046
202201,基隆港,5760415,5102955,331453,326007
202201,臺中港,10910311,5556681,4005190,1348440
202201,高雄港,37028515,29601270,4877064,2550181
202201,花蓮港,733101,0,708365,24736
202201,臺北港,6512563,5285286,1043856,183421
202201,蘇澳港,319173,0,200151,119022
202201,安平港,141917,0,19678,122239
202202,國際商港,53130347,39008196,9255672,4866479
202202,基隆港,4277888,3804354,221087,252447
202202,臺中港,9788840,4822947,3628229,1337664
202202,高雄港,32141689,25667757,3772709,2701223
202202,花蓮港,759146,0,699124,60022
202202,臺北港,5753056,4707810,826132,219114
202202,蘇澳港,322905,0,93960,228945
202202,安平港,86823,5328,14431,67064
202203,國際商港,63584054,47418507,11879265,4286282
202203,基隆港,5786866,5035293,357597,393976
202203,臺中港,12185316,6075441,4854604,1255271
202203,高雄港,37454415,30825009,4555456,2073950
202203,花蓮港,758708,0,715025,43683
202203,臺北港,6879796,5473872,1142457,263467
202203,蘇澳港,314230,0,185514,128716
202203,安平港,204723,8892,68612,127219
202204,國際商港,62966803,45100278,12643794,5222731
202204,基隆港,5406555,4805487,345300,255768
202204,臺中港,12219972,5545458,5339533,1334981
202204,高雄港,36919581,28918548,4969341,3031692
202204,花蓮港,633319,0,607911,25408
202204,臺北港,7242778,5827689,1126430,288659
202204,蘇澳港,359853,0,209136,150717
202204,安平港,184745,3096,46143,135506
202205,國際商港,62573337,45029493,12755618,4788226
202205,基隆港,5644301,5036697,340401,267203
202205,臺中港,12602589,5749191,5528950,1324448
202205,高雄港,36004568,28492326,4826204,2686038
202205,花蓮港,803033,0,768673,34360
202205,臺北港,7002060,5745627,1005177,251256
202205,蘇澳港,351478,0,227257,124221
202205,安平港,165308,5652,58956,100700
202206,國際商港,65495657,47289753,13872231,4333673
202206,基隆港,5910570,5305842,285976,318752
202206,臺中港,12858765,5516802,6204458,1137505
202206,高雄港,38413849,31186233,4807786,2419830
202206,花蓮港,789195,0,751098,38097
202206,臺北港,7053964,5277528,1570688,205748
202206,蘇澳港,307690,0,170239,137451
202206,安平港,161624,3348,81986,76290
202207,國際商港,66712407,46774260,15045418,4892729
202207,基隆港,6160382,5490261,337592,332529
202207,臺中港,13967082,5463927,7185388,1317767
202207,高雄港,37789324,30190149,4841598,2757577
202207,花蓮港,732709,0,710354,22355
202207,臺北港,7466847,5624451,1635521,206875
202207,蘇澳港,396373,0,244656,151717
202207,安平港,199690,5472,90309,103909
202208,國際商港,62098131,44376345,12548649,5173137
202208,基隆港,5719521,5051160,277411,390950
202208,臺中港,12672550,5288499,6041438,1342613
202208,高雄港,35380784,28622979,3885028,2872777
202208,花蓮港,732195,0,716218,15977
202208,臺北港,7010829,5403699,1329828,277302
202208,蘇澳港,369859,0,184248,185611
202208,安平港,212393,10008,114478,87907
202209,國際商港,53338424,39740130,9517669,4080625
202209,基隆港,4955765,4407381,288546,259838
202209,臺中港,9489373,4648905,3523888,1316580
202209,高雄港,31725143,25876440,3741915,2106788
202209,花蓮港,819130,0,779721,39409
202209,臺北港,5848011,4798620,912302,137089
202209,蘇澳港,343033,0,198367,144666
202209,安平港,157969,8784,72930,76255
202210,國際商港,53917887,40472676,9231639,4213572
202210,基隆港,4986697,4530114,235904,220679
202210,臺中港,8932897,4578876,3105027,1248994
202210,高雄港,32376731,26251065,3905073,2220593
202210,花蓮港,758774,0,725068,33706
202210,臺北港,6349645,5109309,990660,249676
202210,蘇澳港,341647,0,188313,153334
202210,安平港,171496,3312,81594,86590
202211,國際商港,57011361,42550929,10175231,4285201
202211,基隆港,5525766,4896369,293661,335736
202211,臺中港,10153614,5305365,3543513,1304736
202211,高雄港,32825032,26728551,3881490,2214991
202211,花蓮港,809489,0,802478,7011
202211,臺北港,7110174,5612400,1304515,193259
202211,蘇澳港,413091,0,276433,136658
202211,安平港,174195,8244,73141,92810
202212,國際商港,56764818,42243813,10497146,4023859
202212,基隆港,5529833,4945968,285807,298058
202212,臺中港,9805233,5029524,3587476,1188233
202212,高雄港,33127514,26993781,4030215,2103518
202212,花蓮港,718159,0,674079,44080
202212,臺北港,6514927,5260968,1032561,221398
202212,蘇澳港,235522,0,174397,61125
202212,安平港,833630,13572,712611,107447
202301,國際商港,51040685,37746297,9070099,4224289
202301,基隆港,4272072,3857256,183706,231110
202301,臺中港,8814476,4078746,3404538,1331192
202301,高雄港,30389301,24742332,3427894,2219075
202301,花蓮港,760157,0,739963,20194
202301,臺北港,6430807,5058099,1172220,200488
202301,蘇澳港,260692,0,114225,146467
202301,安平港,113180,9864,27553,75763
202302,國際商港,49538993,36754254,8718885,4065854
202302,基隆港,4467867,3944412,271900,251555
202302,臺中港,8366939,4553694,2706907,1106338
202302,高雄港,29020857,23184432,3583430,2252995
202302,花蓮港,679016,0,658995,20021
202302,臺北港,6502383,5067396,1203766,231221
202302,蘇澳港,381121,0,261624,119497
202302,安平港,120810,4320,32263,84227
202303,國際商港,58784445,42882039,11095450,4806956
202303,基隆港,5485312,4888944,297468,298900
202303,臺中港,9959081,4973580,3637116,1348385
202303,高雄港,34695460,27531522,4577244,2586694
202303,花蓮港,681622,0,623017,58605
202303,臺北港,7505135,5476473,1785264,243398
202303,蘇澳港,332234,0,165009,167225
202303,安平港,125601,11520,10332,103749
202304,國際商港,56924909,40302549,11996649,4625711
202304,基隆港,5479016,4713786,510332,254898
202304,臺中港,9749057,4628664,3904642,1215751
202304,高雄港,32600896,25570854,4410889,2619153
202304,花蓮港,985476,0,918540,66936
202304,臺北港,7632643,5378733,2028533,225377
202304,蘇澳港,313815,0,162062,151753
202304,安平港,164006,10512,61651,91843
202305,國際商港,59638360,43246134,11799697,4592529
202305,基隆港,5529305,4828815,431031,269459
202305,臺中港,9920551,4751721,3938632,1230198
202305,高雄港,35278101,28155483,4530708,2591910
202305,花蓮港,533511,0,500886,32625
202305,臺北港,7842105,5503707,2119332,219066
202305,蘇澳港,301512,0,140610,160902
202305,安平港,233275,6408,138498,88369
202306,國際商港,56160361,39741318,12584436,3834607
202306,基隆港,5060406,4480578,312466,267362
202306,臺中港,9437126,4633875,3671862,1131389
202306,高雄港,32296656,25861599,4437297,1997760
202306,花蓮港,765843,0,718755,47088
202306,臺北港,8180145,4758822,3218316,203007
202306,蘇澳港,334159,0,210405,123754
202306,安平港,86026,6444,15335,64247
202307,國際商港,53934500,38985408,11353216,3595876
202307,基隆港,5166475,4737024,253333,176118
202307,臺中港,10046608,4724424,4107594,1214590
202307,高雄港,30252528,24651540,3778078,1822910
202307,花蓮港,728181,0,693153,35028
202307,臺北港,7304902,4869540,2236322,199040
202307,蘇澳港,297272,0,239864,57408
202307,安平港,138534,2880,44872,90782
202308,國際商港,57405686,41753817,11608000,4043869
202308,基隆港,5271224,4698612,256401,316211
202308,臺中港,10742547,5076153,4227353,1439041
202308,高雄港,33843260,27391491,4634502,1817267
202308,花蓮港,698654,0,681557,17097
202308,臺北港,6273170,4579533,1474051,219586
202308,蘇澳港,431573,0,285724,145849
202308,安平港,145258,8028,48412,88818
202309,國際商港,56914234,41674185,10748629,4491420
202309,基隆港,5387692,4614786,435488,337418
202309,臺中港,10276594,4871934,3846336,1558324
202309,高雄港,34430597,28025415,4224409,2180773
202309,花蓮港,716017,0,690022,25995
202309,臺北港,5626498,4158306,1273808,194384
202309,蘇澳港,319093,0,205432,113661
202309,安平港,157743,3744,73134,80865
202310,國際商港,54931551,40140315,10632671,4158565
202310,基隆港,5185796,4556925,281075,347796
202310,臺中港,9745358,4776849,3605099,1363410
202310,高雄港,32800743,26554347,4231831,2014565
202310,花蓮港,813452,0,784638,28814
202310,臺北港,5923605,4246362,1476146,201097
202310,蘇澳港,351544,0,218628,132916
202310,安平港,111053,5832,35254,69967
202311,國際商港,54653443,40673430,9869251,4110762
202311,基隆港,5386967,4797441,301254,288272
202311,臺中港,9820456,4974885,3489054,1356517
202311,高雄港,32237496,26503344,3785470,1948682
202311,花蓮港,701234,0,652035,49199
202311,臺北港,5995155,4393944,1395340,205871
202311,蘇澳港,349455,0,176935,172520
202311,安平港,162680,3816,69163,89701
202312,國際商港,56402461,41944221,10001577,4456663
202312,基隆港,5670759,5065506,279423,325830
202312,臺中港,10185850,5087826,3725794,1372230
202312,高雄港,33391322,27378261,3707335,2305726
202312,花蓮港,764469,0,740524,23945
202312,臺北港,5994348,4409532,1312788,272028
202312,蘇澳港,298154,0,223711,74443
202312,安平港,97559,3096,12002,82461
202401,國際商港,56901196,41500440,10932606,4468150
202401,基隆港,5801103,5235534,294828,270741
202401,臺中港,10649109,5113251,3900590,1635268
202401,高雄港,33000784,26635239,4429912,1935633
202401,花蓮港,1005795,0,943031,62764
202401,臺北港,5973037,4512744,1165150,295143
202401,蘇澳港,323869,0,152899,170970
202401,安平港,147499,3672,46196,97631
202402,國際商港,50862224,35322057,11182612,4357555
202402,基隆港,3887629,3426912,237408,223309
202402,臺中港,8153833,3920688,2971464,1261681
202402,高雄港,30424470,24572178,3430155,2422137
202402,花蓮港,552865,0,520375,32490
202402,臺北港,4564180,3393351,977049,193780
202402,蘇澳港,352056,0,197394,154662
202402,安平港,2927191,8928,2848767,69496
202403,國際商港,58887782,43822512,10173885,4891385
202403,基隆港,5362557,4835691,280204,246662
202403,臺中港,10310494,5413671,3263720,1633103
202403,高雄港,35972033,29192130,4303596,2476307
202403,花蓮港,724186,0,691322,32864
202403,臺北港,5762020,4378356,1134099,249565
202403,蘇澳港,378737,0,227737,151000
202403,安平港,377755,2664,273207,101884
202404,國際商港,56912149,40795119,11856782,4260248
202404,基隆港,5575219,5006574,318850,249795
202404,臺中港,10087258,4744332,4175932,1166994
202404,高雄港,33526177,27030600,4126331,2369246
202404,花蓮港,689670,0,673041,16629
202404,臺北港,5571729,4011813,1345319,214597
202404,蘇澳港,330693,0,181064,149629
202404,安平港,1131403,1800,1036245,93358
202405,國際商港,59910326,42852537,12480716,4577073
202405,基隆港,5865893,5250879,297951,317063
202405,臺中港,10437340,4829886,4279094,1328360
202405,高雄港,35380138,28403136,4508638,2468364
202405,花蓮港,725027,0,668690,56337
202405,臺北港,6121713,4365900,1542408,213405
202405,蘇澳港,358557,0,227577,130980
202405,安平港,1021658,2736,956358,62564
202406,國際商港,60172733,43883037,11716913,4572783
202406,基隆港,5806049,5281497,292429,232123
202406,臺中港,10790157,5165253,4310995,1313909
202406,高雄港,36298364,29065365,4652405,2580594
202406,花蓮港,496989,0,468978,28011
202406,臺北港,5925168,4367466,1352316,205386
202406,蘇澳港,386731,0,252004,134727
202406,安平港,469275,3456,387786,78033
202407,國際商港,55467640,39515931,11447667,4504042
202407,基隆港,5603634,4959747,311603,332284
202407,臺中港,10611194,4815351,4401162,1394681
202407,高雄港,32076599,25643070,4105138,2328391
202407,花蓮港,739493,0,720810,18683
202407,臺北港,5598794,4096035,1246254,256505
202407,蘇澳港,344559,0,225947,118612
202407,安平港,493367,1728,436753,54886
202408,國際商港,62741209,45023337,12707357,5010515
202408,基隆港,6046835,5374944,338112,333779
202408,臺中港,10642004,4835781,4156679,1649544
202408,高雄港,37415347,30070710,4859944,2484693
202408,花蓮港,803103,0,735778,67325
202408,臺北港,6491470,4734990,1443263,313217
202408,蘇澳港,259283,0,167745,91538
202408,安平港,1083167,6912,1005836,70419
202409,國際商港,57874026,40239180,13089680,4545166
202409,基隆港,5474440,4804650,371777,298013
202409,臺中港,9954989,4268142,3908055,1778792
202409,高雄港,33091072,27036054,3932793,2122225
202409,花蓮港,709628,0,694984,14644
202409,臺北港,5545075,4122990,1195832,226253
202409,蘇澳港,240676,0,190558,50118
202409,安平港,2858146,7344,2795681,55121
202410,國際商港,53125601,37232325,11675863,4217413
202410,基隆港,5005424,4494312,265341,245771
202410,臺中港,8877312,4061997,3275589,1539726
202410,高雄港,31191718,24707052,4391752,2092914
202410,花蓮港,688957,0,682197,6760
202410,臺北港,5289052,3968100,1067987,252965
202410,蘇澳港,212124,0,187871,24253
202410,安平港,1861014,864,1805126,55024
202411,國際商港,57788135,41968908,11457562,4361665
202411,基隆港,5795742,5215941,309103,270698
202411,臺中港,11282871,4864941,4579406,1838524
202411,高雄港,32995359,27110997,3983101,1901261
202411,花蓮港,581383,0,561411,19972
202411,臺北港,6212081,4771269,1216332,224480
202411,蘇澳港,330719,0,286316,44403
202411,安平港,589980,5760,521893,62327
202412,國際商港,61577178,45031410,11623925,4921843
202412,基隆港,6067229,5499648,339358,228223
202412,臺中港,11788840,5176431,4832102,1780307
202412,高雄港,36046535,29572092,3999204,2475239
202412,花蓮港,845883,0,776909,68974
202412,臺北港,6431642,4769487,1401687,260468
202412,蘇澳港,298408,0,248024,50384
202412,安平港,98641,13752,26641,58248
202501,國際商港,60281058,41297895,13639328,5343835
202501,基隆港,5256070,4636863,295937,323270
202501,臺中港,12531143,4590360,6080548,1860235
202501,高雄港,34794172,27843822,4169078,2781272
202501,花蓮港,664355,0,622976,41379
202501,臺北港,5719694,4217922,1309824,191948
202501,蘇澳港,289568,0,222907,66661
202501,安平港,1026056,8928,938058,79070
202502,國際商港,49646891,35941158,9325044,4380689
202502,基隆港,4280210,3779451,247034,253725
202502,臺中港,8820144,3838275,3539628,1442241
202502,高雄港,30633672,24726411,3641164,2266097
202502,花蓮港,528768,0,500389,28379
202502,臺北港,4936806,3580605,1126673,229528
202502,蘇澳港,292874,0,176757,116117
202502,安平港,154417,16416,93399,44602
202503,國際商港,59890673,42863580,11905335,5121758
202503,基隆港,5392960,4898511,312169,182280
202503,臺中港,11375226,4990419,4809125,1575682
202503,高雄港,35320796,28245861,4248125,2826810
202503,花蓮港,904703,0,794644,110059
202503,臺北港,6313431,4721121,1349634,242676
202503,蘇澳港,369765,0,248820,120945
202503,安平港,213792,7668,142818,63306
202504,國際商港,59835194,40337550,14961635,4536009
202504,基隆港,5546194,5004603,280522,261069
202504,臺中港,13931708,4765086,7735453,1431169
202504,高雄港,32666809,26241408,4069109,2356292
202504,花蓮港,737729,0,706471,31258
202504,臺北港,6279070,4318029,1712453,248588
202504,蘇澳港,363625,0,216933,146692
202504,安平港,310059,8424,240694,60941
202505,國際商港,64861656,41979105,18339972,4542579
202505,基隆港,5726599,5084622,314887,327090
202505,臺中港,15312469,5092722,8875420,1344327
202505,高雄港,35926583,27119214,6359700,2447669
202505,花蓮港,776116,0,702867,73249
202505,臺北港,6486225,4678227,1596180,211818
202505,蘇澳港,341899,0,269594,72305
202505,安平港,291765,4320,221324,66121
202506,國際商港,62580262,41395230,17054789,4130243
202506,基隆港,5680339,4923126,562648,194565
202506,臺中港,14436601,4943574,8270417,1222610
202506,高雄港,33639881,26882280,4465531,2292070
202506,花蓮港,696739,0,654334,42405
202506,臺北港,6318769,4644738,1509346,164685
202506,蘇澳港,327504,0,181762,145742
202506,安平港,1480429,1512,1410751,68166
202507,國際商港,55395747,39954537,12026227,3414983
202507,基隆港,5466898,4893579,340662,232657
202507,臺中港,9764764,4578489,4085368,1100907
202507,高雄港,31330465,26056746,3621921,1651798
202507,花蓮港,781434,0,737422,44012
202507,臺北港,7253449,4424535,2617595,211319
202507,蘇澳港,329877,0,216534,113343
202507,安平港,468860,1188,406725,60947
202508,國際商港,58006348,41313042,12216829,4476477
202508,基隆港,5646256,5007528,340398,298330
202508,臺中港,10801336,4942188,4324739,1534409
202508,高雄港,33672398,27149688,4341264,2181446
202508,花蓮港,642502,0,621908,20594
202508,臺北港,6713315,4208274,2244874,260167
202508,蘇澳港,349271,0,224326,124945
202508,安平港,181270,5364,119320,56586
202509,國際商港,52990203,37933353,11189663,3867187
202509,基隆港,5389348,4859334,314650,215364
202509,臺中港,10058349,4476915,4055808,1525626
202509,高雄港,30122131,24745257,3720112,1656762
202509,花蓮港,747973,0,682694,65279
202509,臺北港,6088698,3845583,1996932,246183
202509,蘇澳港,403851,144,323836,79871
202509,安平港,179853,6120,95631,78102
202510,國際商港,52131124,38012166,10253530,3865428
202510,基隆港,5042754,4468239,357477,217038
202510,臺中港,9699968,4391550,3850399,1458019
202510,高雄港,30819438,25099281,3928445,1791712
202510,花蓮港,621170,0,613999,7171
202510,臺北港,5592037,4043016,1290588,258433
202510,蘇澳港,222401,0,141639,80762
202510,安平港,133356,10080,70983,52293
