年月,港口別,總計,國際貨櫃貨,散雜貨,管道貨
200708,蘇澳港,474102,0,263529,210573
200708,安平港,438485,18648,319556,100281
200709,國際商港,58041388,40826448,12814717,4400223
200709,基隆港,7971554,6444837,1175257,351460
200709,臺中港,7293508,3733524,2850380,709604
200709,高雄港,39290627,30626415,5744849,2919363
200709,花蓮港,1549496,0,1502249,47247
200709,臺北港,983852,0,857907,125945
200709,蘇澳港,455057,0,288214,166843
200709,安平港,497294,21672,395861,79761
200710,國際商港,60795235,43028478,12714303,5052454
200710,基隆港,8413923,7008975,1144884,260064
200710,臺中港,8162669,3873240,3577503,711926
200710,高雄港,41087895,32123979,5312819,3651097
200710,花蓮港,1422972,0,1382745,40227
200710,臺北港,724129,0,650809,73320
200710,蘇澳港,442891,0,243975,198916
200710,安平港,540756,22284,401568,116904
200711,國際商港,58428264,41790366,11642403,4995495
200711,基隆港,7930372,6571845,953144,405383
200711,臺中港,7470158,3854844,2878245,737069
200711,高雄港,39984475,31341969,5268217,3374289
200711,花蓮港,1377292,0,1350624,26668
200711,臺北港,767835,0,669136,98699
200711,蘇澳港,450154,0,179358,270796
200711,安平港,447978,21708,343679,82591
200712,國際商港,63762941,44199225,14243260,5320456
200712,基隆港,8677178,6937929,1349491,389758
200712,臺中港,9008688,4282416,3823170,903102
200712,高雄港,42556615,32951628,5993114,3611873
200712,花蓮港,1700604,0,1664193,36411
200712,臺北港,834672,0,775523,59149
200712,蘇澳港,365481,0,178538,186943
200712,安平港,619703,27252,459231,133220
200801,國際商港,58761140,41636448,12373269,4751423
200801,基隆港,8155192,6547626,1283346,324220
200801,臺中港,6972624,3849912,2434464,688248
200801,高雄港,39990078,31216050,5443745,3330283
200801,花蓮港,1658549,0,1635566,22983
200801,臺北港,929651,0,866153,63498
200801,蘇澳港,454809,0,270844,183965
200801,安平港,600237,22860,439151,138226
200802,國際商港,50912258,35830575,10732542,4349141
200802,基隆港,6502443,5180607,957968,363868
200802,臺中港,6606407,3386628,2392813,826966
200802,高雄港,34999054,27241164,4939397,2818493
200802,花蓮港,1145889,0,1136262,9627
200802,臺北港,773260,0,718097,55163
200802,蘇澳港,468571,0,273024,195547
200802,安平港,416634,22176,314981,79477
200803,國際商港,59359737,41434263,12481745,5443729
200803,基隆港,8362454,6921495,1137777,303182
200803,臺中港,7605835,4369572,2557786,678477
200803,高雄港,39710330,30124440,5606737,3979153
200803,花蓮港,1611087,0,1561951,49136
200803,臺北港,901194,0,832878,68316
200803,蘇澳港,510762,0,235881,274881
200803,安平港,658075,18756,548735,90584
200804,國際商港,58535678,40420953,13546521,4568204
200804,基隆港,8139854,6771609,1099101,269144
200804,臺中港,7871143,3682584,3508749,679810
200804,高雄港,38971611,29948256,5761074,3262281
200804,花蓮港,1579296,0,1533313,45983
200804,臺北港,824487,0,756866,67621
200804,蘇澳港,421682,0,262495,159187
200804,安平港,727605,18504,624923,84178
200805,國際商港,59937880,41872797,13160888,4904195
200805,基隆港,8368860,6875136,1099086,394638
200805,臺中港,8369206,4062168,3485147,821891
200805,高雄港,39920660,30916089,5637337,3367234
200805,花蓮港,1408837,0,1376766,32071
200805,臺北港,755286,0,690025,65261
200805,蘇澳港,431129,0,293973,137156
200805,安平港,683902,19404,578554,85944
200806,國際商港,57103903,40138668,12537693,4427542
200806,基隆港,8003154,6507333,1115735,380086
200806,臺中港,7843418,3697236,3340499,805683
200806,高雄港,37996854,29902779,5152642,2941433
200806,花蓮港,1510782,0,1480469,30313
200806,臺北港,801735,0,750741,50994
200806,蘇澳港,423743,0,284550,139193
200806,安平港,524217,31320,413057,79840
200807,國際商港,58624136,41673339,12505803,4444994
200807,基隆港,7869679,6458940,1074725,336014
200807,臺中港,8209010,3773628,3661994,773388
200807,高雄港,39255180,31420395,4952214,2882571
200807,花蓮港,1507329,0,1446862,60467
200807,臺北港,788802,0,695098,93704
200807,蘇澳港,420248,0,212531,207717
200807,安平港,573888,20376,462379,91133
200808,國際商港,60408675,41801283,13407889,5199503
200808,基隆港,8198623,6519096,1352652,326875
200808,臺中港,8009144,3920292,3422822,666030
200808,高雄港,40946822,31343715,5759846,3843261
200808,花蓮港,1500099,0,1483421,16678
200808,臺北港,804979,0,736615,68364
200808,蘇澳港,383137,0,216015,167122
200808,安平港,565871,18180,436518,111173
200809,國際商港,51876133,37379214,10662327,3834592
200809,基隆港,7256511,5893938,1063300,299273
200809,臺中港,5910140,2948652,2318198,643290
200809,高雄港,35962967,28526328,4913998,2522641
200809,花蓮港,1197628,0,1178302,19326
200809,臺北港,719572,0,611729,107843
200809,蘇澳港,330194,0,153724,176470
200809,安平港,499121,10296,423076,65749
200810,國際商港,55630909,38334132,12550697,4746080
200810,基隆港,7401634,5981319,1180046,240269
200810,臺中港,7213935,3447144,3120230,646561
200810,高雄港,37646079,28895697,5369849,3380533
200810,花蓮港,1581253,0,1544556,36697
200810,臺北港,895414,0,769051,126363
200810,蘇澳港,425353,0,197742,227611
200810,安平港,467241,9972,369223,88046
200811,國際商港,47607179,32536152,11272492,3798535
200811,基隆港,6657368,5362713,1046646,248009
200811,臺中港,6989743,3640140,2785250,564353
200811,高雄港,31137516,23522715,4943466,2671335
200811,花蓮港,1301078,0,1276145,24933
200811,臺北港,660566,0,574543,86023
200811,蘇澳港,433023,0,282572,150451
200811,安平港,427885,10584,363870,53431
200812,國際商港,49521748,34128324,11581114,3812310
200812,基隆港,6345502,4969476,1154005,222021
200812,臺中港,7693297,3840876,3128819,723602
200812,高雄港,32455295,25298316,4639197,2517782
200812,花蓮港,1418534,0,1389327,29207
200812,臺北港,781675,0,686126,95549
200812,蘇澳港,300790,0,140277,160513
200812,安平港,526655,19656,443363,63636
200901,國際商港,42349931,29144349,9464585,3740997
200901,基隆港,4847859,3772359,894816,180684
200901,臺中港,6448289,3066840,2837017,544432
200901,高雄港,28240122,22288662,3361189,2590271
200901,花蓮港,1114303,0,1063840,50463
200901,臺北港,715458,0,647177,68281
200901,蘇澳港,460203,0,210623,249580
200901,安平港,523697,16488,449923,57286
200902,國際商港,39612315,26829027,8968153,3815135
200902,基隆港,4935510,4023621,715552,196337
200902,臺中港,5531937,2910564,2184604,436769
200902,高雄港,26465351,19844262,3783312,2837777
200902,花蓮港,1005284,0,957019,48265
200902,臺北港,711785,50580,607281,53924
200902,蘇澳港,371653,0,175688,195965
200902,安平港,590795,0,544697,46098
200903,國際商港,50160517,35187021,10791584,4181912
200903,基隆港,6034880,4817925,928348,288607
200903,臺中港,7510739,3748176,3094621,667942
200903,高雄港,32791143,25878321,4247110,2665712
200903,花蓮港,1121162,0,1062358,58804
200903,臺北港,1611526,742599,716005,152922
200903,蘇澳港,414129,0,137011,277118
200903,安平港,676938,0,606131,70807
200904,國際商港,50232065,35352990,10429951,4449124
200904,基隆港,5671753,4663053,799091,209609
200904,臺中港,7287352,3572532,3119018,595802
200904,高雄港,33198359,26189235,3822098,3187026
200904,花蓮港,1223281,0,1146858,76423
200904,臺北港,1859123,928170,824212,106741
200904,蘇澳港,422946,0,208250,214696
200904,安平港,569251,0,510424,58827
200905,國際商港,51167359,35687565,10888261,4591533
200905,基隆港,6179534,4986027,1014903,178604
200905,臺中港,6948362,3517416,2633337,797609
200905,高雄港,33616007,25961094,4429438,3225475
200905,花蓮港,1207811,0,1165169,42642
200905,臺北港,2253458,1223028,927338,103092
200905,蘇澳港,405965,0,229855,176110
200905,安平港,556222,0,488221,68001
200906,國際商港,50784874,35318817,11296291,4169766
200906,基隆港,5889915,4742271,961416,186228
200906,臺中港,7256744,3654072,2850977,751695
200906,高雄港,33147203,25597395,4665790,2884018
200906,花蓮港,1212277,0,1203105,9172
200906,臺北港,2214937,1325079,781259,108599
200906,蘇澳港,409009,0,239025,169984
200906,安平港,654789,0,594719,60070
200907,國際商港,52593160,36390591,11992932,4209637
200907,基隆港,5963362,4811499,971100,180763
200907,臺中港,8032500,3661920,3591428,779152
200907,高雄港,33821528,26290170,4683661,2847697
200907,花蓮港,1090550,0,1067348,23202
200907,臺北港,2608467,1627002,837657,143808
200907,蘇澳港,438649,0,245465,193184
200907,安平港,638104,0,596273,41831
200908,國際商港,54461332,37294074,12831515,4335743
200908,基隆港,5951304,4880916,882127,188261
200908,臺中港,8533607,3722436,4102890,708281
200908,高雄港,35519580,27303570,5125856,3090154
200908,花蓮港,1195097,0,1162585,32512
200908,臺北港,2252080,1387152,802141,62787
200908,蘇澳港,443077,0,263384,179693
200908,安平港,566587,0,492532,74055
200909,國際商港,53239909,37031724,12205831,4002354
200909,基隆港,5944088,4832001,895800,216287
200909,臺中港,7959179,3549132,3790106,619941
200909,高雄港,34481123,27181503,4548482,2751138
200909,花蓮港,1207051,0,1171514,35537
200909,臺北港,2525398,1469088,975999,80311
200909,蘇澳港,479525,0,243852,235673
200909,安平港,643545,0,580078,63467
200910,國際商港,54492412,37955340,11975380,4561692
200910,基隆港,5934452,4908555,832424,193473
200910,臺中港,7675110,3708864,3287618,678628
200910,高雄港,36170968,27905193,4993242,3272533
200910,花蓮港,1075686,0,1050888,24798
200910,臺北港,2521899,1432728,1023065,66106
200910,蘇澳港,488587,0,228344,260243
200910,安平港,625710,0,559799,65911
200911,國際商港,51458562,36855279,10460341,4142942
200911,基隆港,6111136,5035851,835127,240158
200911,臺中港,7511200,3795840,2997927,717433
200911,高雄港,33652721,26755551,4120176,2776994
200911,花蓮港,1187886,0,1164841,23045
200911,臺北港,2179589,1268037,812944,98608
200911,蘇澳港,442918,0,228750,214168
200911,安平港,373112,0,300576,72536
200912,國際商港,55193254,38523150,11931697,4738407
200912,基隆港,6527655,5327604,985178,214873
200912,臺中港,8509820,4074156,3569225,866439
200912,高雄港,36091808,27730872,5066021,3294915
200912,花蓮港,1089315,0,1039771,49544
200912,臺北港,2307095,1390518,847142,69435
200912,蘇澳港,400084,0,232992,167092
200912,安平港,267477,0,191368,76109
201001,國際商港,55262766,38081646,12431898,4749222
201001,基隆港,6562011,5197788,1038451,325772
201001,臺中港,8562042,3956364,3746513,859165
201001,高雄港,35657184,27570213,5044133,3042838
201001,花蓮港,1454570,0,1412158,42412
201001,臺北港,2331916,1357281,875826,98809
201001,蘇澳港,512219,0,231233,280986
201001,安平港,182824,0,83584,99240
201002,國際商港,43037514,30075174,8961406,4000934
201002,基隆港,4500636,3765762,544939,189935
201002,臺中港,6347864,2815992,2803215,728657
201002,高雄港,28849389,22280220,3825595,2743574
201002,花蓮港,988861,0,965450,23411
201002,臺北港,1840196,1213200,585223,41773
201002,蘇澳港,400006,0,210989,189017
201002,安平港,110562,0,25995,84567
201003,國際商港,54583555,39077361,10916566,4589628
201003,基隆港,6716248,5508729,938627,268892
201003,臺中港,8701437,4118508,3676115,906814
201003,高雄港,34919610,28103373,3929454,2886783
201003,花蓮港,1246207,0,1238811,7396
201003,臺北港,2305439,1346751,811395,147293
201003,蘇澳港,589192,0,320726,268466
201003,安平港,105422,0,1438,103984
201004,國際商港,56005424,39457314,11910803,4637307
201004,基隆港,6561303,5477949,828749,254605
201004,臺中港,8842655,4086432,3907941,848282
201004,高雄港,36297713,28469493,4866612,2961608
201004,花蓮港,1144495,0,1104180,40315
201004,臺北港,2516663,1423440,928351,164872
201004,蘇澳港,561872,0,273502,288370
201004,安平港,80723,0,1468,79255
201005,國際商港,57472067,40450842,12232101,4789124
201005,基隆港,6962928,5746284,947918,268726
201005,臺中港,9182851,4301640,3916132,965079
201005,高雄港,36915411,28984689,4838764,3091958
201005,花蓮港,1278061,0,1240241,37820
201005,臺北港,2512859,1418229,945546,149084
201005,蘇澳港,530079,0,338946,191133
201005,安平港,89878,0,4554,85324
201006,國際商港,55765152,38994390,11845029,4925733
201006,基隆港,6465316,5419647,771328,274341
201006,臺中港,8943677,3946212,4032923,964542
201006,高雄港,36686636,28488024,4959428,3239184
201006,花蓮港,1102179,0,1092786,9393
201006,臺北港,1991625,1140507,747516,103602
201006,蘇澳港,469670,0,239810,229860
201006,安平港,106049,0,1238,104811
201007,國際商港,55213037,38615175,11086513,5511349
201007,基隆港,6683355,5627601,848378,207376
201007,臺中港,8938367,4231764,3535371,1171232
201007,高雄港,35542406,27545526,4343933,3652947
201007,花蓮港,1287808,0,1218197,69611
201007,臺北港,2290285,1210284,899873,180128
201007,蘇澳港,385239,0,239744,145495
201007,安平港,85577,0,1017,84560
201008,國際商港,56399294,38597067,12395945,5406282
201008,基隆港,6486256,5427423,793498,265335
201008,臺中港,10152051,4331232,4698783,1122036
201008,高雄港,35809693,27664560,4671150,3473983
201008,花蓮港,1132888,0,1112368,20520
201008,臺北港,2103959,1173852,768312,161795
201008,蘇澳港,614735,0,350268,264467
201008,安平港,99712,0,1566,98146
201009,國際商港,53642690,37125999,11632783,4883908
201009,基隆港,6473568,5341545,884277,247746
201009,臺中港,8960573,3973392,3991176,996005
201009,高雄港,34382317,26602506,4551346,3228465
201009,花蓮港,1112586,0,1075150,37436
201009,臺北港,2187481,1208556,869518,109407
201009,蘇澳港,448695,0,260181,188514
201009,安平港,77470,0,1135,76335
201010,國際商港,52524250,37083411,10998106,4442733
201010,基隆港,6109446,5043375,803218,262853
201010,臺中港,8977262,4379868,3596384,1001010
201010,高雄港,33617574,26370576,4503485,2743513
201010,花蓮港,1072808,0,1042144,30664
201010,臺北港,2270809,1289592,842826,138391
201010,蘇澳港,390286,0,208878,181408
201010,安平港,86065,0,1171,84894
201011,國際商港,57660615,39735864,12664568,5260183
201011,基隆港,6520590,5467878,827133,225579
201011,臺中港,10046093,4181508,4523544,1341041
201011,高雄港,37025614,28703241,5021498,3300875
201011,花蓮港,1176642,0,1131782,44860
201011,臺北港,2396703,1383237,901956,111510
201011,蘇澳港,392979,0,253271,139708
201011,安平港,101994,0,5384,96610
201012,國際商港,57833368,41230800,11500933,5101635
201012,基隆港,6632844,5476410,912095,244339
201012,臺中港,9376375,4527360,3901580,947435
201012,高雄港,37370622,29741157,4234644,3394821
201012,花蓮港,1270548,0,1244896,25652
201012,臺北港,2612021,1485873,980699,145449
201012,蘇澳港,460697,0,223472,237225
201012,安平港,110261,0,3547,106714
201101,國際商港,55621967,39542607,11566807,4512553
201101,基隆港,6424846,5358222,911167,155457
201101,臺中港,8328046,4223232,3058748,1046066
201101,高雄港,36310662,28522881,5056322,2731459
201101,花蓮港,1318075,0,1275724,42351
201101,臺北港,2639294,1438272,993382,207640
201101,蘇澳港,497666,0,270036,227630
201101,安平港,103378,0,1428,101950
201102,國際商港,47075838,32991309,10057570,4026959
201102,基隆港,4652422,3861009,551387,240026
201102,臺中港,7864880,3513708,3386565,964607
201102,高雄港,31113125,24396642,4282321,2434162
201102,花蓮港,901718,0,884178,17540
201102,臺北港,2028506,1219950,659317,149239
201102,蘇澳港,430605,0,293029,137576
201102,安平港,84582,0,773,83809
201103,國際商港,57815327,40661424,11990384,5163519
201103,基隆港,6699956,5548518,947747,203691
201103,臺中港,9453795,4401720,3920577,1131498
201103,高雄港,37029271,29116269,4667592,3245410
201103,花蓮港,1245522,0,1189615,55907
201103,臺北港,2791050,1594917,1051446,144687
201103,蘇澳港,471822,0,211910,259912
201103,安平港,123911,0,1497,122414
201104,國際商港,58143790,41008887,11930669,5204234
201104,基隆港,6742465,5683941,781602,276922
201104,臺中港,9597174,4385196,3800821,1411157
201104,高雄港,37248917,29358009,4863197,3027711
201104,花蓮港,1340813,0,1284709,56104
201104,臺北港,2647019,1581741,933189,132089
201104,蘇澳港,476242,0,264508,211734
201104,安平港,91160,0,2643,88517
201105,國際商港,61601254,43534773,13108635,4957846
201105,基隆港,6541979,5478885,807434,255660
201105,臺中港,9683983,4060872,4569799,1053312
201105,高雄港,40797136,32452128,5198591,3146417
201105,花蓮港,1162086,0,1147317,14769
201105,臺北港,2855902,1542888,1108774,204240
201105,蘇澳港,463889,0,275174,188715
201105,安平港,96279,0,1546,94733
201106,國際商港,56597579,40539870,11592913,4464796
201106,基隆港,6471932,5515353,726080,230499
201106,臺中港,9080343,4081788,4016810,981745
201106,高雄港,36019030,28614816,4656218,2747996
201106,花蓮港,959538,0,928859,30679
201106,臺北港,3508131,2327913,977548,202670
201106,蘇澳港,473449,0,286105,187344
201106,安平港,85156,0,1293,83863
201107,國際商港,57992226,41247288,11876181,4868757
201107,基隆港,6567754,5564475,722951,280328
201107,臺中港,9431548,4405752,4129201,896595
201107,高雄港,36675060,28892286,4733935,3048839
201107,花蓮港,1025216,0,987279,37937
201107,臺北港,3735738,2384775,989037,361926
201107,蘇澳港,474552,0,312294,162258
201107,安平港,82358,0,1484,80874
201108,國際商港,56027596,40496076,10567606,4963914
201108,基隆港,6394117,5242995,718294,432828
201108,臺中港,7957828,3964248,3063045,930535
201108,高雄港,36236722,28924182,4337740,2974800
201108,花蓮港,1097014,0,1071377,25637
201108,臺北港,3757832,2364651,1128974,264207
201108,蘇澳港,475376,0,246644,228732
201108,安平港,108707,0,1532,107175
201109,國際商港,56812146,39201930,12440530,5169686
201109,基隆港,6249723,5172867,751062,325794
201109,臺中港,8939433,4017744,4042373,879316
201109,高雄港,36289831,27640188,5165426,3484217
201109,花蓮港,1096658,0,1053836,42822
201109,臺北港,3671075,2371131,1103058,196886
201109,蘇澳港,478808,0,322930,155878
201109,安平港,86618,0,1845,84773
201110,國際商港,57396874,41502672,11130460,4763742
201110,基隆港,6243213,5275899,715541,251773
201110,臺中港,8978105,4302144,3570522,1105439
201110,高雄港,37024114,29810250,4456599,2757265
201110,花蓮港,1113196,0,1071169,42027
201110,臺北港,3528312,2114379,1104198,309735
201110,蘇澳港,414074,0,209541,204533
201110,安平港,95860,0,2890,92970
201111,國際商港,56779566,40977738,11130331,4671497
201111,基隆港,6224621,5187906,793929,242786
201111,臺中港,9031703,4041864,3608275,1381564
201111,高雄港,36126410,29288358,4390853,2447199
201111,花蓮港,1111010,0,1082707,28303
201111,臺北港,3804694,2459610,1018482,326602
201111,蘇澳港,415310,0,234629,180681
201111,安平港,65818,0,1456,64362
201112,國際商港,57131330,41510718,10576293,5044319
201112,基隆港,6206235,5087835,781235,337165
201112,臺中港,9362727,4410540,3700233,1251954
201112,高雄港,36771294,29890377,3990246,2890671
201112,花蓮港,915586,0,884534,31052
201112,臺北港,3373033,2121966,961671,289396
201112,蘇澳港,410625,0,255159,155466
201112,安平港,91830,0,3215,88615
201201,國際商港,54209285,39031380,10073744,5104161
201201,基隆港,5154197,4302747,580050,271400
201201,臺中港,8618072,3445272,3825951,1346849
201201,高雄港,35626355,28964511,3658913,3002931
201201,花蓮港,932649,0,909651,22998
201201,臺北港,3390964,2318850,867688,204426
201201,蘇澳港,390487,0,230489,159998
201201,安平港,96561,0,1002,95559
201202,國際商港,52131827,38089404,9317643,4724780
201202,基隆港,4960028,4189266,514709,256053
201202,臺中港,8131928,3972960,2979556,1179412
201202,高雄港,34034893,27361413,3888231,2785249
201202,花蓮港,877102,0,822846,54256
201202,臺北港,3654032,2565765,860245,228022
201202,蘇澳港,398053,0,250910,147143
201202,安平港,75791,0,1146,74645
201203,國際商港,58599271,41666373,11266917,5665981
201203,基隆港,5823538,4732245,739526,351767
201203,臺中港,9862060,4307292,3889451,1665317
201203,高雄港,37385854,29652003,4587925,3145926
201203,花蓮港,1066195,0,984175,82020
201203,臺北港,3918776,2974833,782619,161324
201203,蘇澳港,440786,0,282269,158517
201203,安平港,102062,0,952,101110
201204,國際商港,58398313,41535459,11245577,5617277
201204,基隆港,5852427,4831380,731878,289169
201204,臺中港,9194158,4065336,3779276,1349546
201204,高雄港,37124230,29337543,4409528,3377159
201204,花蓮港,1034721,0,979717,55004
201204,臺北港,4523410,3301200,1047263,174947
201204,蘇澳港,566836,0,295645,271191
201204,安平港,102531,0,2270,100261
201205,國際商港,61304025,44114112,11651381,5538532
201205,基隆港,6091632,5129892,678948,282792
201205,臺中港,9288512,4109508,3683311,1495693
201205,高雄港,39590759,31176774,5167422,3246563
201205,花蓮港,1067331,0,954502,112829
201205,臺北港,4767122,3697938,946168,123016
201205,蘇澳港,407860,0,218732,189128
201205,安平港,90809,0,2298,88511
201206,國際商港,55954500,40705218,10501641,4747641
201206,基隆港,5790712,4821813,789397,179502
201206,臺中港,8903613,4179852,3268632,1455129
201206,高雄港,35463812,28358883,4348715,2756214
201206,花蓮港,903459,0,848470,54989
201206,臺北港,4400365,3344670,941990,113705
201206,蘇澳港,419714,0,301205,118509
201206,安平港,72825,0,3232,69593
201207,國際商港,60973472,43978860,11497121,5497491
201207,基隆港,6300043,5318316,746256,235471
201207,臺中港,9463541,4277160,3856997,1329384
201207,高雄港,38993476,30571137,4989008,3433331
201207,花蓮港,779548,0,755755,23793
201207,臺北港,4936842,3812247,926996,197599
201207,蘇澳港,389607,0,220812,168795
201207,安平港,110415,0,1297,109118
201208,國際商港,56631094,41843358,10253231,4534505
201208,基隆港,5640642,4696902,719921,223819
201208,臺中港,9314023,4189968,3786546,1337509
201208,高雄港,35739918,29229552,3973872,2536494
201208,花蓮港,825962,0,804634,21328
201208,臺北港,4686088,3726936,731168,227984
201208,蘇澳港,355527,0,233241,122286
201208,安平港,68934,0,3849,65085
201209,國際商港,58132172,41824341,11330239,4977592
201209,基隆港,5927205,4864194,791242,271769
201209,臺中港,9400748,4424580,3738882,1237286
201209,高雄港,37038081,29202696,4873843,2961542
201209,花蓮港,874923,0,825382,49541
201209,臺北港,4403038,3332871,893248,176919
201209,蘇澳港,376498,0,206611,169887
201209,安平港,111679,0,1031,110648
201210,國際商港,60159613,44503974,10603138,5052501
201210,基隆港,6213175,5116851,846149,250175
201210,臺中港,9244902,4313664,3641474,1289764
201210,高雄港,38360887,31500117,3890175,2970595
201210,花蓮港,1105685,0,1075718,29967
201210,臺北港,4718944,3573342,935741,209861
201210,蘇澳港,393902,0,213014,180888
201210,安平港,122118,0,867,121251
201211,國際商港,56630841,40574439,10674778,5381624
201211,基隆港,5748574,4845060,711626,191888
201211,臺中港,9622722,4274712,3556776,1791234
201211,高雄港,35395475,28113831,4258844,3022800
201211,花蓮港,895407,0,868954,26453
201211,臺北港,4410619,3340836,980349,89434
201211,蘇澳港,458889,0,297110,161779
201211,安平港,99155,0,1119,98036
201212,國際商港,57677859,41861907,10841778,4974174
201212,基隆港,5900747,5023710,721288,155749
201212,臺中港,10125487,4674276,3675086,1776125
201212,高雄港,35547557,28655496,4239950,2652111
201212,花蓮港,863203,0,828993,34210
201212,臺北港,4717508,3508425,1100104,108979
201212,蘇澳港,403690,0,275395,128295
201212,安平港,119667,0,962,118705
201301,國際商港,60606429,43646580,11445526,5514323
201301,基隆港,5863885,4931964,758615,173306
201301,臺中港,9806594,4487616,3510531,1808447
201301,高雄港,38175583,30503637,4640672,3031274
201301,花蓮港,1144125,0,1124597,19528
201301,臺北港,5083648,3723363,1209334,150951
201301,蘇澳港,390533,0,199047,191486
201301,安平港,142061,0,2730,139331
201302,國際商港,47893956,34010946,9227671,4655339
201302,基隆港,3898076,3231117,494546,172413
201302,臺中港,7990769,3302100,3413728,1274941
201302,高雄港,30889979,24547617,3599451,2742911
201302,花蓮港,674604,0,655094,19510
201302,臺北港,3952879,2930112,794809,227958
201302,蘇澳港,402942,0,269330,133612
201302,安平港,84707,0,713,83994
201303,國際商港,60800525,43950015,11942654,4907856
201303,基隆港,5897647,4886586,767706,243355
201303,臺中港,10549047,4900752,4135528,1512767
201303,高雄港,38128889,30857112,4584172,2687605
201303,花蓮港,1112283,0,1054070,58213
201303,臺北港,4529935,3305565,1103099,121271
201303,蘇澳港,463461,0,296823,166638
201303,安平港,119263,0,1256,118007
201304,國際商港,59739570,42202296,11626925,5910349
201304,基隆港,5527065,4588317,773881,164867
201304,臺中港,10351695,4294512,4156115,1901068
201304,高雄港,37208784,29811555,4190718,3206511
201304,花蓮港,1116847,0,1077760,39087
201304,臺北港,4929037,3507912,1144596,276529
201304,蘇澳港,507478,0,280631,226847
201304,安平港,98664,0,3224,95440
201305,國際商港,61684533,43737444,12767832,5179257
201305,基隆港,5909537,4933872,815141,160524
201305,臺中港,10516051,4669596,4507291,1339164
201305,高雄港,38758734,30880188,4669160,3209386
201305,花蓮港,1197471,0,1148966,48505
201305,臺北港,4766311,3253788,1350832,161691
201305,蘇澳港,452281,0,275633,176648
201305,安平港,84148,0,809,83339
201306,國際商港,57058464,40304754,12008318,4745392
201306,基隆港,5748076,4961394,667293,119389
201306,臺中港,9913382,4341600,4439128,1132654
201306,高雄港,35419455,28200420,4266039,2952996
201306,花蓮港,1109442,0,1071368,38074
201306,臺北港,4340777,2801340,1261817,277620
201306,蘇澳港,420067,0,297279,122788
201306,安平港,107265,0,5394,101871
201307,國際商港,59488400,43262667,11618592,4607141
201307,基隆港,6170994,5165046,728593,277355
201307,臺中港,9256168,4481028,3470843,1304297
201307,高雄港,37775637,30608649,4595376,2571612
201307,花蓮港,1162528,0,1126815,35713
201307,臺北港,4398868,3007944,1221295,169629
201307,蘇澳港,423526,0,252926,170600
201307,安平港,300679,0,222744,77935
201308,國際商港,58647762,42053139,11955973,4638650
201308,基隆港,5999731,5035536,724705,239490
201308,臺中港,10467826,4463460,4627312,1377054
201308,高雄港,36493463,29798289,4125692,2569482
201308,花蓮港,1085090,0,1061351,23739
201308,臺北港,4086665,2755854,1124449,206362
201308,蘇澳港,409616,0,261354,148262
201308,安平港,105371,0,31110,74261
201309,國際商港,58241391,41727069,11495983,5018339
201309,基隆港,5960808,4911804,704287,344717
201309,臺中港,9789365,4269816,4097155,1422394
201309,高雄港,36399089,29903958,3909492,2585639
201309,花蓮港,1086197,0,1050197,36000
201309,臺北港,4482894,2641491,1442499,398904
201309,蘇澳港,429000,0,287140,141860
201309,安平港,94038,0,5213,88825
201310,國際商港,59872089,42994233,11712750,5165106
201310,基隆港,5979527,4967847,783049,228631
201310,臺中港,10176550,4413456,3960564,1802530
201310,高雄港,37652533,30795084,4333843,2523606
201310,花蓮港,1131044,0,1099023,32021
201310,臺北港,4399989,2817846,1288925,293218
201310,蘇澳港,430590,0,240930,189660
201310,安平港,101856,0,6416,95440
201311,國際商港,60006416,42786423,12023257,5196736
201311,基隆港,5970578,5020272,731720,218586
201311,臺中港,11302103,4606992,4787637,1907474
201311,高雄港,36277120,30070908,3701207,2505005
201311,花蓮港,1146540,0,1128334,18206
201311,臺北港,4775113,3088251,1378714,308148
201311,蘇澳港,442457,0,290561,151896
201311,安平港,92505,0,5084,87421
201312,國際商港,61714471,45011682,11387484,5315305
201312,基隆港,6454675,5422212,805368,227095
201312,臺中港,10389257,4602852,3933853,1852552
201312,高雄港,38273659,31780467,3821285,2671907
201312,花蓮港,1089357,0,1065546,23811
201312,臺北港,4965958,3206151,1497350,262457
201312,蘇澳港,438002,0,258263,179739
201312,安平港,103563,0,5819,97744
201401,國際商港,62180982,44598015,12255620,5327347
201401,基隆港,6419377,5376690,828556,214131
201401,臺中港,10376109,4229460,4475392,1671257
201401,高雄港,38542398,31391865,4181045,2969488
201401,花蓮港,1234420,0,1207925,26495
201401,臺北港,5085494,3600000,1323829,161665
201401,蘇澳港,388930,0,233872,155058
201401,安平港,134254,0,5001,129253
201402,國際商港,51960181,36786411,10689720,4484050
201402,基隆港,4380155,3730815,499443,149897
201402,臺中港,9159605,3781548,4092782,1285275
201402,高雄港,33560941,26958204,4072291,2530446
201402,花蓮港,940891,0,911968,28923
201402,臺北港,3448880,2315844,929773,203263
201402,蘇澳港,381364,0,179061,202303
201402,安平港,88345,0,4402,83943
201403,國際商港,61588840,43954083,11869066,5765691
201403,基隆港,5984746,5013738,702724,268284
201403,臺中港,10562738,4620492,4466302,1475944
201403,高雄港,38036708,31098672,3878044,3059992
201403,花蓮港,1240011,0,1192330,47681
201403,臺北港,5266119,3221181,1388506,656432
201403,蘇澳港,398691,0,231854,166837
201403,安平港,99827,0,9306,90521
201404,國際商港,62283743,45023922,11870736,5389085
